Site_ID,Date,Latitude,Longitude,Depth_m,Secchi_m,Temp,DO_mg.L,Cond_uS,Sal_ppt,pH,NH4+_ug.L,NO2+NO3_ug.L,TDN_ug.L,SRP_ug.L,TDP_ug.L,N_P,DIC_mg.L,DOC_mg.L,ChlaTRI,Fuco,Diato,Allo,Chl_b ,Pheo_B,Lutein,Echine,Cantha,Aphan,Myxo,ChlaHPLC ,Pheo_A,B-car,MC_ug.L,Group
,2019-07-29,51.04659,-104.65096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-27,51.37141,-102.58296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,51.77518,-103.46144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-01,50.31067,-106.4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,51.80564,-103.37805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-22,52.64003,-107.45976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-16,50.39629,-109.11735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-06,49.52991,-101.89362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,51.80381,-103.40324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-23,49.97314,-101.76761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-19,51.3432,-108.06297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-22,52.62406,-107.45499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-13,52.55168,-103.89573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-02,50.12535,-103.86206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-01,49.93433,-105.29492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-30,50.24011,-105.99783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-01,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,51.79862,-103.40493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-01,49.98283,-105.30247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-30,50.23992,-106.12127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-05-29,50.776242,-104.604241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-03,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-03,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-04,49.365196,-103.530343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-04,49.376693,-103.506082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-05,51.04659,-104.65096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-05,50.99505,-104.68559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-30,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-22,49.90982,-104.44123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-22,49.85506,-104.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-23,49.39108,-103.45554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-23,49.30926,-103.45449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-26,50.62983,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-29,50.99505,-104.68559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-06-29,51.04659,-104.65096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-01,50.776242,-104.604241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-02,50.38457,-105.89814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-07,49.376693,-103.506082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-07,49.365196,-103.530343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-02,50.3781,-105.84693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-13,50.60271,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-13,50.60353,-106.12261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-14,50.93521,-104.77952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-14,50.92725,-104.78163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-15,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-16,51.04659,-104.65096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-29,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-29,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-30,51.04659,-104.65096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-07-30,50.99505,-104.68559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-04,49.365196,-103.530343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-04,49.376693,-103.506082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-06,50.776242,-104.604241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-07,49.85506,-104.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-07,49.90982,-104.44123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-10,50.93521,-104.77952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-10,50.92725,-104.78163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-11,49.39108,-103.45554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-11,49.30926,-103.45449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-12,50.38457,-105.89814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-12,50.3781,-105.84693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-13,50.60353,-106.12261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-13,50.60271,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-13,50.62983,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-17,51.04659,-104.65096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020-08-17,49.98365,-105.28638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-07,52.19509,-106.05132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-08,50.61192,-105.88571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-08,50.60282,-106.12313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-08,50.62984,-106.14101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-17,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-17,50.43597,-104.58324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-17,50.41839,-105.73692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-19,50.41839,-105.73692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-19,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-19,50.41839,-105.73692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-20,50.3381,-104.48414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-26,50.73561,-104.89011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-26,50.7761,-104.60447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-26,50.57227,-104.47833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-25,49.37673,-103.50586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-28,50.57221,-104.47826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-28,50.12533,-103.86212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-25,49.9837,-105.28631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-25,49.38915,-103.45451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-01,49.93072,-105.29567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-01,49.91398,-105.30031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-01,50.5626,-104.71712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-02,50.61103,-105.88708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-02,50.61192,-105.8857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-03,52.21519,-106.19501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-03,52.20616,-106.05258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-03,52.19511,-106.05131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-07,49.90979,-104.44142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-09,50.37834,-105.8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-09,50.38453,-105.89819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-10,50.93515,-104.77961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-10,50.9272,-104.78168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-10,50.99503,-104.68571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-10,51.04617,-104.65116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-10,51.04609,-104.6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-14,49.93419,-105.29489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-14,49.98373,-105.28639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-14,50.92721,-104.78169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-22,50.1231,-103.87336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-22,50.1372,-103.85561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-22,50.33827,-104.5329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-22,50.62981,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-21,50.62981,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-21,50.62981,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-21,50.62981,-106.14088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-24,49.37674,-103.50593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-24,49.36838,-103.53043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-24,49.38922,-103.45455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-24,49.39107,-103.4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-25,50.6109,-105.88792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-25,50.61158,-105.88594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-23,49.85521,-104.44609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-23,49.90976,-104.4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-25,49.93107,-103.45561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-25,50.60287,-106.12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-25,50.60355,-106.12257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-28,50.60284,-106.12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-28,50.60284,-106.12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-28,52.19506,-106.05125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-30,49.98375,-105.28645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-30,49.98272,-105.30235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-30,49.93426,-105.29496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-29,50.93519,-104.77962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-29,50.92718,-104.78162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-29,51.04649,-104.65128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-29,50.99504,-104.68574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-30,49.98411,-105.28401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-30,49.93066,-105.29559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-30,49.91415,-105.30047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-30,49.91415,-105.3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-01,50.38477,-105.84819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-01,50.37806,-105.89704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-01,50.41839,-105.7369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-01,50.41098,-105.73473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-19,50.77628,-104.60445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-19,50.77628,-104.60444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-19,49.90975,-104.4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-20,50.33808,-104.48412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-20,50.3381,-104.48415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-20,50.3381,-104.48415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-21,50.99497,-104.68565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-21,51.8038,-103.40331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-21,51.80381,-103.40332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-30,50.61146,-105.88589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-30,50.61035,-105.8885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-29,52.19519,-106.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-29,52.20614,-106.05276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-29,52.21526,-106.09499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-28,49.93427,-105.29497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-28,49.98284,-105.30255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-28,49.98365,-105.28641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-28,49.91403,-105.30013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-28,49.91402,-105.30038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-28,49.98395,-105.28391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-27,50.92734,-104.78178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-27,50.93502,-104.7795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-27,50.99506,-104.68577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-27,51.04681,-104.65129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-26,50.60281,-106.12319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-26,50.60352,-106.12233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-23,50.41092,-105.73477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-23,50.41836,-105.73685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-23,50.37809,-105.89693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-23,50.38447,-105.89823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-22,49.39119,-103.45563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-22,49.38928,-103.45458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-22,49.3685,-103.53046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-22,51.79863,-103.40488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-16,50.6109,-105.88743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-16,50.61182,-105.88581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-17,49.98396,-105.28419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-17,50.61182,-105.88581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-17,49.91404,-105.30029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-17,49.93425,-105.29494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-17,49.98315,-105.28632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-17,49.93425,-105.29499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-18,51.80565,-103.37803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-18,51.80383,-103.40329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-08-18,51.79852,-103.40457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-19,50.60284,-106.12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-19,52.21169,-106.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-21,52.21304,-106.08472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-05-23,52.20899,-106.08587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-24,52.21304,-106.08472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-22,50.60284,-106.12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-23,52.20899,-106.08587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-06-23,52.21169,-106.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-22,52.20899,-106.08587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-22,50.60284,-106.12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-07-22,52.21169,-106.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
