Site_ID,Date,Latitude,Longitude,Depth_m,Secchi_m,Temp,DO_mg.L,Cond_uS,Sal_ppt,pH,NH4+_ug.L,NO2+NO3_ug.L,TDN_ug.L,SRP_ug.L,TDP_ug.L,N_P,DIC_mg.L,DOC_mg.L,ChlaTRI,Fuco,Diato,Allo,Chl_b ,Pheo_B,Lutein,Echine,Cantha,Aphan,Myxo,ChlaHPLC ,Pheo_A,B-car,MC_ug.L,Group
56B,2018-05-01,50.43912,-103.67136,2.9,0.76,15.2,8.87,2426,1.57,8.61,60,6.06,2340,360,420,5.571428571,56.128,31.822,15.74652429,0.639132724,0.890064117,0.487778236,0.731027496,0,2.384868582,0.094539533,0.178038736,0,0,5.465852622,0.137030433,0.494356977,1379.36,2018_survey
23A,2018-05-01,50.44346,-103.65918,0.8,0.24,12.6,9.67,151.5,0.09,9.41,40,5.94,930.53,9.13,40,23.26325,21.191,11.377,65.93288888,7.938120241,0.481920712,2.05143281,5.810129816,5.803912729,7.068402363,0.685742808,0.198521884,0,0,25.70526471,9.144592062,2.286731712,0,2018_survey
32C,2018-05-01,50.44168,-103.67525,2.1,0.37,13.4,7.81,1668,1.1,8.6,60,4.16,1790,250,330,5.424242424,43.126,21.624,18.55967033,2.451980058,0.260587673,0.745097786,0.427339878,0.332795931,2.008686215,0.136255393,0.023049014,0,0.362603366,8.163978508,0.355933763,1.233998886,952.08,2018_survey
14A,2018-05-03,50.23994,-105.9978,2.6,0.55,11.3,7.37,2417,1.73,8.92,240,9.02,3550,1770,1900,1.868421053,56.928,38.182,62.6603405,2.776905131,3.997682565,9.922722139,1.50700231,0.307264571,3.800972936,0,0.082939563,0,0,22.10776069,1.256481825,1.373083002,1408.49,2018_survey
14B,2018-05-03,50.25332,-106.07288,3,1.3,14.4,8.98,769,0.48,8.33,70,10.13,1990,280,330,6.03030303,41.531,24.814,4.362215833,1.999203247,0.116161972,0.94297111,0.611511104,0.166592212,0.651350656,0.051513478,0.155717661,0,0,6.612304939,0,0.191181144,299.6,2018_survey
68A,2018-05-03,50.34252,-106.50837,0.55,0.55,10.6,7.73,403.5,0.27,7.91,580,104.64,2520,40,80,31.5,34.085,20.657,2.50085744,0.129515154,0.044158351,0.028122992,0.052894436,0.063311095,0.014701149,0.004000037,0.009195238,0,0.010806416,0.332204519,0.100780146,0.022155461,230.6,2018_survey
32A,2018-05-03,50.31711,-106.50468,2.6,0.41,18.7,10.68,1623,0.95,8.88,40,13.14,2230,390,470,4.744680851,52.526,29.976,34.52024315,0.326433503,0.034316628,0.795192401,2.155117266,0.54653916,10.56028368,0.442704587,0.572776781,4.312296044,0.741735951,17.22149616,0.708676904,0.80528823,1148.22,2018_survey
32B,2018-05-03,50.31048,-106.42418,1.6,0.78,20.3,11.64,1504,0.85,8.9,120,73.78,2180,1110,1160,1.879310345,52.508,23.323,32.34703125,0.484245916,0.818026515,0.286759063,0.649452397,0.433735309,1.352421093,0.054721073,0.029955925,0,0,6.093822054,0.704082026,0.216323017,640.64,2018_survey
23A,2018-05-14,50.33812,-104.48416,1.9,0.44,20.8,8.5,200,0.1,9.15,10,38.27,942.01,20,40,23.55025,24.918,11.091,32.22990094,3.418321046,0.139089215,0.654354638,1.726480761,0.979759232,4.09105242,0.414421257,0.24377405,6.279122941,0,13.17885448,0.875965801,1.205929904,0,2018_survey
4A,2018-05-14,50.12533,-103.86,2.3,0,18.8,7.03,234,0.13,8.26,30,124.95,1620,80,110,14.72727273,31.477,18.183,19.58313206,0.12934451,0.002291163,0.010126151,3.548789907,2.19088044,2.712504587,0.075821947,0.051973027,0,0,11.70349734,1.976068146,0.726798626,0,2018_survey
4D,2018-05-14,50.13191,-103.84151,2,1.52,18.3,8.02,209.9,0.11,8.48,30,174.39,1440,5.1,30,48,23.333,13.599,1.599500633,0.145803534,0.013117815,0.128400923,0.091063137,0.051087833,0.067076304,0.029684344,0.015662703,0.164582066,0,1.09609192,0.122926261,0.073978311,0,2018_survey
66A,2018-05-14,50.23981,-105.99783,2.9,1.12,17.8,4.46,1301,0.76,7.75,140,9.23,2100,120,160,13.125,55.633,28.332,2.056160265,0.031167467,0.031283189,0.38610468,0.074453856,0.015979964,0.13982334,0.020018709,0.017910524,0,0,1.345999105,0.107625278,0.057203749,0,2018_survey
66C,2018-05-15,50.24012,-105.99752,3.3,0.57,17.2,7.21,309.4,0.17,8.13,70,6.89,1150,40,70,16.42857143,30.104,17.531,74.81552098,3.029442618,0.368291748,8.302605686,5.832564939,4.654420662,5.018106696,1.354382487,1.112279264,52.98084987,0,49.95833828,3.447431468,2.018564554,0,2018_survey
4A,2018-05-15,50.23971,-106.12102,2.2,0.35,24.9,10.06,258.3,0.12,8.89,60,14.57,1560,40,70,22.28571429,29.034,18.048,24.09115043,0.408444298,0.190128356,0.388265385,1.835001684,0.208794715,3.843176056,0.144578088,0.098663015,0,0,8.035392334,1.558071771,0.547735616,0,2018_survey
66A,2018-05-15,50.33087,-106.50793,2.7,0.2,24.8,14.79,1695,0.85,8.9,50,67.97,2500,10,60,41.66666667,64.694,33.258,82.66052996,3.791808156,0.157705342,0.984294318,3.28535265,0.89395266,2.059227209,3.078878616,2.903533302,22.37587565,0,69.6894899,2.701443965,6.098276838,956.94,2018_survey
66B,2018-05-15,50.31702,-106.50481,3.3,0.81,21.8,6.68,1734,0.94,9.06,80,7.12,2070,10,30,69,48.717,30.198,13.54618669,4.029145779,0.232186474,0.92377316,1.053961681,0.127682651,1.324021937,0.065986873,0.085846096,0,0,8.681501934,0.320352207,0.46359798,1120.67,2018_survey
66C,2018-05-15,50.31962,-106.42397,3,0.77,23.6,8.72,363.5,0.18,8.93,80,6.62,1260,9.28,30,42,29.869,17.235,32.76940136,5.784755478,0.328140387,0.331028018,4.438012712,2.335650597,3.38458674,0,0.113661259,0,0,27.30955905,2.107947276,1.211079409,75.41,2018_survey
61B,2018-05-16,50.33759,-104.50432,2.2,0.46,22.4,6.57,4638,2.48,7.88,540,205.55,2650,20,20,132.5,27.982,25.207,2.527757979,0.406488127,0.02224974,0.100218083,0.269540461,0.106397812,0.190670652,0.009126741,0.020282223,0,0,1.355748751,0.078721087,0.0779267,1908.08,2018_survey
61C,2018-05-16,50.35229,-104.57446,2.5,0.48,22.4,13.04,488.4,0.24,10.14,150,7.65,2110,4.66,40,52.75,20.136,21.848,137.3536454,0.05081882,0.115772474,0.115804383,3.010914032,0,0.679235331,6.314159629,5.549471564,79.74915986,1.617311931,87.52316404,3.189852426,8.117848736,321.62,2018_survey
62B,2018-05-16,49.98368,-105.28643,1.3,0.68,21.5,2.95,1249,0.67,8.69,520,227.59,3340,110,180,18.55555556,88.757,28.402,14.389729,0.152816587,0.027022335,0.217652909,0.088692634,0.0459205,0.223114326,0.031586419,0.029066851,0,0,1.243894866,0.014266019,0.111546373,278.89,2018_survey
62C,2018-05-16,49.98285,-105.30256,1.6,1.22,21.9,2.21,482.4,0.25,8.72,30,399.32,2260,280,290,7.793103448,54.27,21.372,2.351845267,0.007530931,0.066013454,0.189635238,0.042269115,0.057741932,0.056348422,0,0.00348394,0,0,1.172564345,0.037792555,0.017028392,0,2018_survey
4C,2018-05-17,50.48967,-104.50198,1.1,0.36,21.9,9.7,260.1,0.13,9.99,80,5.47,1290,2.73,30,43,21.431,15.794,24.55255672,1.223717181,0.083879483,1.453858257,0.783336679,0.561094579,3.885513783,0.219001589,0.075195902,0,1.994749664,14.65915727,0.411295567,0.762412812,0,2018_survey
4D,2018-05-17,50.44161,-103.67532,0.9,0.92,21.6,6.82,182.4,0.09,9.05,100,6.36,1490,1.58,20,74.5,28.237,15.768,32.31574662,0.337264829,0.026297971,0.31785122,1.690329633,0.157168701,0.950175171,1.702423375,1.393577879,24.92959432,0.19226784,31.49594772,0.659339039,1.448995541,0,2018_survey
56A,2018-05-18,51.04642,-104.65146,3,0.74,21.8,7.81,3640,2.05,8.62,60,7.51,1860,10,50,37.2,46.621,23.641,6.424994575,7.712823474,0.395149272,1.732121838,1.285996854,0.072135079,1.82118736,0.104893867,0.059970047,0,0.650541094,16.24804958,0.773943272,0.911692021,1356.1,2018_survey
56B,2018-05-18,50.99501,-104.68562,1.6,0.71,22.2,6.96,3751,2.1,8.49,80,5.37,2520,110,170,14.82352941,65.795,32.742,27.65595328,0.639132724,0.890064117,0.487778236,0.731027496,0,2.384868582,0.094539533,0.178038736,0,0,5.465852622,0.137030433,0.494356977,2844.45,2018_survey
23A,2018-05-18,50.63361,-104.68494,1.8,0,25.8,16.32,205.1,0.1,10.16,140,11.15,1410,10,40,35.25,15.851,15.997,290.0225639,0,0.663429202,27.89687376,11.14355757,0.551123081,33.12929088,10.07950849,9.712157963,254.8377123,6.745910338,207.736532,13.99289436,30.27022641,0,2018_survey
32A,2018-05-23,50.43921,-103.67125,2.6,0.86,22.2,8.25,1951,1.06,8.72,110,16.68,2380,510,570,4.175438596,63.358,28.143,13.59589184,0.098835737,0.001527442,0.592893459,0.43120094,0.185184953,1.496999303,0.343952371,0.214351747,4.244838511,0,9.258117239,0.415155233,0.739894097,771.51,2018_survey
32B,2018-05-23,50.44347,-103.65919,2.2,0.58,22.5,6.76,1758,0.94,8.99,70,7.36,2080,540,580,3.586206897,50.303,23.735,16.79238675,0.940747504,0.048041109,1.896358239,1.210390843,0.57217402,4.290347014,0.071128005,0.079141207,0,0,9.503865626,0.677049595,1.061612267,682.56,2018_survey
32C,2018-06-11,50.4921,-104.50244,2,1.2,21.4,6.79,2513,1.4,9.03,60,196.63,2390,160,210,11.38095238,45.867,24.526,7.952667687,0.088754432,0,1.377591564,0.165620891,0.139374142,0.154787557,0.080488158,0.05632576,0.377737467,0,5.2364323,0.179668474,0.109482116,1284.77,2018_survey
14A,2018-06-11,50.41559,-104.59258,4,1.64,21.4,4.08,4387,2.48,8.3,80,2967.72,9300,2890,3800,2.447368421,96.088,45.595,2.147060513,0.069844662,0.018084278,0.046897457,0.190559178,0.112739913,0.143438481,0.009446461,0.005644613,0,0,1.27089242,0.065265866,0.058698097,2501.16,2018_survey
14B,2018-06-11,50.35251,-104.57001,2.3,2.23,23,6.35,1024,0.53,8.69,30,236.96,2530,140,180,14.05555556,41.572,26.508,0.619299755,0.011583791,0,0,0.031121311,0,0.025153033,0.005224582,0,0,0,0.209005598,0,0.03160726,435.25,2018_survey
68A,2018-06-12,50.12525,-103.86214,0.36,0.36,25.8,10.6,276.6,0.12,9.36,30,131.11,2480,910,960,2.583333333,30.243,25.507,27.00642905,3.114390375,0.411187414,0.110483184,1.883061758,1.982797975,1.70802546,0.131821285,0.146745463,0,0,10.05382039,2.406528023,0.69515887,0,2018_survey
62E,2018-06-12,50.13323,-103.85588,2.1,1.09,21.3,5.31,3707,2.12,8.09,160,1010,6400,1090,1200,5.333333333,76.173,52.871,9.618551507,0.035078538,0.016456661,0.048262885,0.367999093,0.216910301,0.100305652,0.246468714,0.185195484,2.077590747,0.067075132,5.706823346,0.020215034,0.478165326,1183.63,2018_survey
4A,2018-07-09,50.34101,-104.48717,1.6,0.71,20.5,6.89,215.5,0.11,9,90,12.82,1880,160,220,8.545454545,25.738,21.194,36.55960612,1.191203957,0.15825573,2.430057588,2.431286853,3.040911028,3.021891199,0.236359114,0.171520584,0,0,14.99654228,3.145091031,0.947562622,0,2018_survey
4D,2018-07-09,50.12812,-103.86219,1.6,1.6,20.4,6.63,174.7,0.09,8.99,320,18.96,2390,20,70,34.14285714,22.544,20.691,13.9208689,0.747482071,0.021529296,0.263496929,0.455516403,0.739531123,0.51425254,0.384388824,0.316845224,8.269090389,0,8.192838306,0.380857283,0.596093731,0,2018_survey
23A,2018-07-09,51.04916,-104.65126,1.3,0.17,26.1,14.82,210.5,0.09,9.96,130,5.87,1590,20,40,39.75,13.659,19.255,210.1183484,0.764488192,0.175981696,8.723643932,12.5392845,3.453092636,19.11022732,11.94679425,10.6131697,261.7049074,25.26137539,160.6202708,10.6891282,34.49371414,0,2018_survey
66A,2018-07-09,50.13615,-103.85575,2.6,1.65,23,4.76,1789,0.94,8.09,110,11.14,2370,10,40,59.25,71.534,33.576,8.564597167,0.04927909,0.062773627,1.083187172,0,0.019248331,0.041432651,0,0.012444988,0,0,3.713967004,0.22783443,0.039716777,634.04,2018_survey
66C,2018-07-10,50.24009,-105.9979,2.5,0.87,21.8,9.23,381.4,0.2,8.55,60,5.21,1410,3.35,40,35.25,35.304,18.549,44.1878002,8.931576143,0.515089117,0.921790396,3.599898039,8.783359236,2.663184474,0.720257089,0.266964252,18.0760781,0,29.17409755,3.663465503,2.19042353,0,2018_survey
4A,2018-07-10,50.2535,-106.0724,1.1,0.53,6.4,10.55,182.9,0.14,8.29,300,20.68,2360,100,150,15.73333333,33.904,21.929,94.78303683,2.024670693,0.413906261,15.58762638,2.593218539,4.314502075,2.784665139,0,0.148543561,0,0,55.06213879,4.093932081,1.071159933,0,2018_survey
66A,2018-07-10,50.33086,-106.50809,2.4,1.03,6.5,5.32,1994,1.02,7.93,730,17.35,2950,50,80,36.875,79.829,29.478,23.13024753,0,0.491859268,1.412485609,0.040989289,0.216587256,1.137876881,0,0.027172233,0,0,7.745171955,0.09343606,0.246451265,641.32,2018_survey
66B,2018-07-10,50.31711,-106.50481,2.5,0.35,6,11.69,1568,1.27,7.96,80,31.89,2340,3.56,40,58.5,66.079,31.904,33.84759858,3.023832154,0.622241726,1.181813583,2.017087696,1.066356686,2.483530886,0.661965072,0.06046663,0,1.475445011,22.83051008,0.545016883,2.290791613,946.59,2018_survey
66C,2018-07-11,50.33754,-104.50428,2.3,0.34,6.4,9.9,303.4,0.23,8.23,70,4.77,1470,9.78,50,29.4,44.145,20.162,87.55597246,12.57579838,0.484352364,1.038387884,7.422832916,6.226974138,3.921960492,0,0.501136868,0,0,35.48522529,2.601391956,1.214817369,0,2018_survey
61B,2018-07-11,50.35228,-104.57455,2,0.23,6.3,10.63,3757,2.82,8.22,790,141.66,3440,2.21,30,114.6666667,27.181,32.245,81.080069,4.585524453,1.01167705,0.846684501,21.15358617,3.311340957,11.62058544,0.335745968,1.046524585,0,0,47.32496195,6.841024051,5.890594714,2820.31,2018_survey
61C,2018-07-11,49.98364,-105.28638,2.5,0.28,6.8,9.87,427,0.28,8.39,730,35.05,3040,60,80,38,42.826,25.266,81.080069,5.587423104,0.097794481,0.782255287,1.356031298,0.370449044,2.320274226,0.743540655,0.537712841,6.720131089,0.563280325,17.1459856,0.55884735,1.525729181,7007.04,2018_survey
62B,2018-07-11,49.98269,-105.30227,0.65,0.11,7.3,9.55,1252,0.96,8.74,80,15.23,2910,10,60,48.5,109.234,33.408,99.12217316,3.952942522,0.775367797,7.249463639,9.488568507,4.827866683,18.73541399,0.513058387,0.151072833,0,0,67.19096301,3.505460461,5.088551939,411.8,2018_survey
62C,2018-07-12,50.48915,-104.50243,0.88,0.1,7.8,11.94,424.6,0.31,9.09,190,11.38,2010,90,150,13.4,61.541,22.12,249.7791515,11.14692707,3.820820044,20.41420109,10.46221032,16.91355901,51.6785519,14.07402627,1.504039655,0,0,187.9587604,8.488046939,18.84419925,195.62,2018_survey
62E,2018-07-12,50.43926,-103.67132,1.7,0.56,8.2,8.6,3424,2.71,8.28,3560,184.14,9200,1160,1360,6.764705882,99.96,66.54,12.46032267,0.671167083,0.013754718,0.033986498,0.754239494,0.224588697,1.467396018,0.076875101,0.073451813,0,0,5.188110776,0.313762472,0.32997436,1579.23,2018_survey
4C,2018-07-12,50.44346,-103.65916,0.8,0.18,8.9,9.24,378.4,0.18,8.27,50,5.18,1740,1.66,20,87,30.796,16.736,30.58244708,3.671965642,1.247339769,1.68494401,2.925072218,1.351375321,2.596164916,0.436931517,0.237545232,0,0,20.07783013,1.184563398,1.438322256,0,2018_survey
4D,2018-07-12,50.4417,-103.67534,1.1,1.1,8.2,10.12,253.3,0.12,8.67,140,14.54,2300,20,50,46,28.798,23.867,14.83596647,0,0.034049739,2.013973651,0.493428104,0.669673107,0.644575458,0.125302684,0.147333256,0,0.104766109,8.161588747,0.452384919,0.36584899,0,2018_survey
56A,2018-07-13,51.04927,-104.6513,2.7,2.12,7.8,9.34,5844,3.17,8.67,40,5.86,2430,9.33,40,60.75,57.596,30.637,2.72250326,0.025163432,0.004582326,0.017919821,0.067496759,0.063311095,0.122200599,0.015749592,0.001710172,0,0,1.059759692,0.048245814,0.087703023,1845.89,2018_survey
56B,2018-07-13,50.99784,-104.68556,1.4,0.28,7.1,9.5,4929,2.64,9.3,590,75.17,3640,230,270,13.48148148,39.407,39.587,50.62111404,18.64304247,1.146364787,1.826282341,1.697706599,0.327700871,6.225680749,0.356644353,0.343877206,0,0,21.53147971,0.490061523,2.273075676,2473.27,2018_survey
23A,2018-07-13,50.63651,-104.68465,1.3,0.15,7.6,12.92,147.6,0.11,9.31,50,9.26,1660,10,50,33.2,24.57,19.244,306.2263103,0.234865356,1.578687784,27.49993053,27.53331882,6.385557035,37.4599011,5.869758993,0,0,11.61780361,215.0850636,19.06352945,19.21627545,0,2018_survey
32A,2018-07-16,50.3102,-106.42397,1.5,0.2,6.5,0.87,1890,1.35,8.82,2010,17.3,5640,720,800,7.05,77.767,38.127,18.7283448,0,0.445819618,0.131148691,0.71237364,1.614432921,0.431957776,0.112253959,0,0,0,5.117437953,0.50159565,0.763230897,1200.67,2018_survey
32B,2018-08-08,50.33809,-104.48415,1.3,0.56,6.7,11.67,1411,1.11,8.72,120,6.4,2540,520,580,4.379310345,55.543,28.791,90.02100883,0,0.194290635,15.17618971,1.093281627,0.996200079,1.40161075,0,0,0,0,46.72820419,2.776144568,1.155698187,900.35,2018_survey
32C,2018-08-08,50.3523,-104.57443,1.7,1.6,6.4,9.51,2199,1.79,8.98,80,12.58,2830,60,130,21.76923077,46.541,31.373,5.417135438,0.060171043,0.084753944,0.365982051,0.470735163,0.44345742,0.538357014,0.065872215,0.0032312,0,0.064276303,5.301344336,0.381617054,0.415556261,1445.79,2018_survey
14A,2018-08-09,50.49117,-104.50245,3.2,0.37,6,9.55,3562,3.01,8.62,650,82.43,5820,1820,1830,3.180327869,99.942,53.38,116.6943302,12.91946753,1.283509598,2.647599653,6.116984175,7.629303494,9.62465511,0,0.129444092,0,0,59.14849053,4.468205687,5.184377818,1946.36,2018_survey
14B,2018-08-09,50.12717,-103.86216,1.8,0.48,5.9,11.52,716,0.56,9.36,70,18.25,2430,160,210,11.57142857,39.222,29.123,27.53286956,5.327637796,0.20815981,4.163462238,1.200055801,0.659701609,2.325827407,0,0.071869807,0,0.569408047,16.11140071,0.327042294,1.012490515,439.64,2018_survey
,2018-08-09,50.13323,-103.85607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-24,50.3384,-104.48415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-24,50.12533,-103.86203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-24,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-24,50.13322,-103.8559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-25,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-25,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-25,50.33081,-106.5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-25,50.3171,-106.50484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-25,50.3106,-106.42401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-26,50.35229,-104.57451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-26,50.35228,-104.5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-26,49.98368,-105.28632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-26,49.98273,-105.30236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-27,50.48923,-104.50234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-27,50.43913,-103.6713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-27,50.44349,-104.65914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-27,50.44157,-103.67523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-28,51.04644,-104.65128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018-09-28,50.99506,-104.68568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-15,52.62556,-104.65647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-09,50.27657,-103.71396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-07,50.27657,-103.71396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-09,50.3385,-104.6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-23,52.41585,-107.9313612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-19,50.77323,-107.94032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-12,50.27657,-103.71396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-20,51.67179,-107.29442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-25,50.35272,-104.5743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-15,49.26145,-108.40921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-26,50.33816,-104.48395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-26,50.33742,-104.50426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-22,52.63776,-107.45093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-23,52.65966,-107.37453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-06,50.41843,-104.59267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-23,52.64002,-107.4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-02,50.13326,-103.85594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-01,50.3171,-106.50483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,52.61404,-107.40237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-22,49.97314,-101.76759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-22,50.02257,-101.88377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-09,49.52956,-101.91077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,52.61404,-107.40237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-22,50.10677,-102.0385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-25,50.39611,-104.57735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-20,51.41349,-107.00169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-13,52.62791,-104.71501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-25,50.35351,-104.57767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-07,50.282,-103.71049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-23,52.40302,-107.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-12,50.57324,-104.47174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-06,49.83188,-101.75697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-12,52.69182,-106.02981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-07,49.52956,-101.91077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-19,51.34095,-108.04356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-23,49.95122,-101.79041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-23,49.99197,-101.92989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-19,50.77323,-107.94032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-23,52.61742,-107.39539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-22,50.33759,-104.5043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-23,52.40824,-107.92889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-19,51.13848,-107.53661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-06,49.85824,-101.71197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-30,50.25336,-106.07265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-07,49.52956,-101.91077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-22,52.7192,-108.88517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-19,51.14618,-107.53635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-20,51.42598,-107.00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-12,52.5202,-105.21881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-23,49.85825,-101.71197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-20,51.67617,-107.29414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-12,52.61552,-104.81329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-01,49.85824,-101.71197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-23,52.61403,-107.40232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-15,49.26095,-108.40903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,51.5536,102.76508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-29,50.99505,-104.68559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-16,49.29763,-109.10854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-19,50.79424,-107.93133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-06,49.52958,-101.91078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-16,50.39859,-109.08987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-16,50.35455,-108.87635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-22,52.67894,-108.9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-16,49.32994,-109.04883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-22,49.99197,-101.92989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-07-22,50.1083644,-102.0415319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-02,50.13197,-104.83163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-26,51.77976,-103.42545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-20,51.50302,-106.83578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-15,49.25732,-108.40901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-20,51.68453,-107.21783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-16,49.33157,-109.10519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019-08-07,49.52956,-101.91077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
